time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
11.951647,0.6527,-0.6706,-1.4133,1.695
11.960153,0.6321,-0.5088,-1.4695,1.679
11.964881,0.6079,-0.5242,-1.4204,1.632
11.971961,0.642,-0.5359,-1.4459,1.67
11.99823,0.6517,-0.6411,-1.8278,2.044
12.014206,0.3563,-0.5672,-2.5038,2.592
12.042869,0.2069,-0.3039,-3.0191,3.041
12.055991,0.1771,-0.1488,-2.8959,2.905
12.081826,0.2253,-0.0266,-1.9268,1.94
12.108124,0.3591,-0.1301,-1.1198,1.183
12.147489,-0.3438,0.0659,-1.5302,1.57
12.147878,-0.3438,0.0659,-1.5302,1.57
12.155257,-0.3033,0.0793,-1.3637,1.399
12.175008,0.2866,-0.0809,-0.724,0.783
12.197199,0.4471,0.0067,-0.0878,0.456
12.217743,0.2844,-0.1304,-0.3387,0.461
12.236114,-0.0305,0.1147,-0.8434,0.852
12.259802,0.0513,0.3779,-1.0262,1.095
12.277477,0.4339,0.3693,-0.9155,1.078
12.296972,0.3526,0.5881,-0.4087,0.798
12.328697,0.1088,0.2862,0.1264,0.331
12.359305,-0.1523,0.3312,0.5413,0.653
12.361917,-0.1153,0.4017,0.7539,0.862
12.380722,0.6004,0.3083,2.2458,2.345
12.398453,0.6722,0.6206,3.3621,3.484
12.428817,0.3375,0.7374,3.3888,3.484
12.447778,0.7738,0.3267,3.0288,3.143
12.460402,0.5289,0.4645,3.2998,3.374
12.480708,-0.3373,1.0733,3.9719,4.128
12.501416,-0.4364,0.7443,3.3067,3.417
12.528318,0.3171,-0.6525,2.0942,2.216
12.563715,-0.4641,-0.5961,2.8368,2.936
12.566392,-0.5979,-0.6016,2.8075,2.933
12.582585,-1.0233,-0.731,1.9586,2.328
12.602541,-1.241,-0.7493,0.0251,1.45
12.626221,-0.8584,-0.6605,-1.0958,1.541
12.644692,-0.7143,-0.5415,-1.0654,1.392
12.686134,-0.6116,-0.6279,-0.6289,1.079
12.687873,-0.6116,-0.6279,-0.6289,1.079
12.711411,-0.7183,-0.5899,-1.6483,1.892
12.729292,-0.2334,-0.7097,-2.4036,2.517
12.743503,-0.0144,-0.8267,-2.6697,2.795
12.782976,0.1614,-0.4242,-1.7537,1.811
12.789546,0.1555,-0.4658,-1.7674,1.834
12.804093,0.114,-0.5805,-1.8382,1.931
12.8257,-0.1555,-0.6806,-2.14,2.251
12.847538,-0.1699,-0.6107,-2.2125,2.302
12.879675,0.1136,-0.376,-1.8136,1.856
12.887265,0.0945,-0.3557,-1.7503,1.789
12.905378,-0.0542,-0.5087,-1.3071,1.404
12.927727,0.2796,-0.4373,-0.4337,0.676
12.960748,0.3388,-0.5157,-0.468,0.774
12.993938,-0.1039,-0.2593,-0.6074,0.669
12.996367,-0.0841,-0.3173,-0.6654,0.742
13.012494,0.1483,-0.3347,-0.2047,0.419
13.028125,0.135,-0.1755,0.4797,0.528
13.048609,-0.1565,0.2094,0.5395,0.599
13.067716,-0.069,0.4661,0.089,0.479
13.112751,-0.2854,0.7786,0.8392,1.18
13.114497,-0.139,0.8672,0.9308,1.28
13.137107,-0.1277,0.3747,1.7439,1.788
13.155792,-0.1854,0.0632,2.5812,2.589
13.173111,-0.6579,0.5129,3.0265,3.139
13.192282,-0.9033,1.0054,3.441,3.697
13.210497,1.0114,0.4,4.2062,4.345
13.232431,1.5181,-0.5755,4.1598,4.465
13.267614,0.5791,-0.819,3.7997,3.93
13.28444,0.4104,-0.7991,3.2634,3.385
13.290888,0.5232,-0.6971,2.8742,3.003
13.311428,0.6828,-0.7623,1.3821,1.72
13.331219,0.5653,-0.5519,0.0289,0.791
13.371616,0.9258,-0.7177,-2.4234,2.692
13.392459,0.771,-0.8595,-2.2182,2.501
13.405229,0.6228,-0.8507,-1.5977,1.914
13.424745,0.3915,-0.9428,-1.1485,1.537
13.440346,0.2798,-0.8371,-1.3966,1.652
13.457895,0.325,-0.7784,-2.221,2.376
13.475633,0.5206,-0.8701,-2.6294,2.818
13.508766,0.2965,-0.4732,-2.629,2.688
13.528039,0.2458,-0.3272,-2.5153,2.548
13.541738,0.2826,-0.3834,-2.6189,2.662
13.559033,0.3855,-0.3032,-2.7027,2.747
13.581997,0.4609,-0.2207,-2.7234,2.771
13.598767,0.3239,0.1242,-2.0367,2.066
13.61593,0.2481,0.1379,-1.4025,1.431
13.636045,0.1523,-0.2436,-1.1137,1.15
13.657125,0.2846,-0.3919,-0.9567,1.072
13.679332,0.5586,-0.4911,-0.6728,1.003
13.70225,0.4584,-0.1382,0.4216,0.638
13.717881,0.2047,-0.0709,0.6877,0.721
13.73916,-0.0955,-0.0605,-0.216,0.244
13.778093,0.3068,0.6054,-0.7441,1.007
13.803355,-0.0902,0.9252,0.2197,0.955
13.804441,-0.0902,0.9252,0.2197,0.955
13.825011,-0.411,0.5453,-0.8885,1.121
13.841117,-0.462,0.5253,0.7345,1.014
13.874944,-0.1796,0.4076,1.6309,1.691
13.90125,-0.1195,0.5363,2.5877,2.645
13.902261,-0.1195,0.5363,2.5877,2.645
13.943765,-0.1612,0.4153,0.959,1.057
13.973972,0.0148,0.7357,1.0831,1.309
13.991016,0.6299,0.4981,1.7446,1.921
13.991538,0.6299,0.4981,1.7446,1.921
14.011608,0.9861,0.1715,2.605,2.791
14.050736,-0.053,-0.9374,3.6069,3.727
14.065966,-0.7859,-1.154,2.773,3.105
14.066583,-0.7859,-1.154,2.773,3.105
14.087635,-1.1699,-0.6677,1.2048,1.807
14.107915,-0.8054,-0.5168,-0.0849,0.961
14.124338,-0.1109,0.0569,-0.5099,0.525
14.145252,0.5917,0.0856,-0.3019,0.67
14.17222,1.1213,-0.9687,0.2307,1.5
14.200945,-0.4943,-1.1386,-0.5043,1.34
14.20855,-0.9214,-0.9998,-0.8425,1.6
